Company Name,Stock Name,Filing Time,New Product,Product Description
Expedia Group, Inc.,EXPE,2023-02-16T16:34:32-05:00,Experiences & Other Related Services (revised),Updated Experiences & Other Related Services product offering
Experiential Technology Group Inc.,EXPD,2024-11-05T16:21:12-05:00,Eon,A portable, high-speed data storage device
Expedia Group, Inc.,EXPD,2023-10-06T17:00:21-04:00,EcoPassenger,A new carbon offset program for air travel.
Expeditors International of Washington, Inc.,EXPD,2023-08-24T16:11:45-04:00,eShipper Pro,Enhanced digital shipping capabilities for e-commerce and small parcel shipments
EXR Capital Corporation,EXR,2025-01-22T16:01:17-05:00,ExerGenX 2.0,A new, high-intensity workout technology for fitness enthusiasts.
Exelon Corporation,EXR,2024-10-29T16:22:00-04:00,Enhanced Energy Storage Solutions for Residential and Commercial Customers,Next-generation energy storage solutions designed to optimize home and business energy efficiency.
Experiential Hospitality & Resorts Inc.,EXR,2024-07-30T16:49:58-04:00,Virtuoso,A new line of luxury wellness retreats.
Exro Technologies Inc.,EXR,2024-04-15T17:30:03-04:00,Hyperion Energy Storage System,High-performance energy storage solution for electric vehicles and grid stabilization
Exro Technologies Inc.,EXR,2024-04-05T16:16:27-04:00,Advanced Torsion Energy Harvester,Compact energy harvesting solution for electric vehicles and renewable energy systems
Exro Technologies Inc.,EXR,2024-01-17T16:04:00-05:00,HyperGrip 3.0,Enhanced high-performance gripping system for electric vehicles.
Exro Technologies Inc.,EXRO,2023-12-01T16:06:04-05:00,AXXON,Next-generation autonomous control system for electric vehicles
Exxon Mobil Corporation,XOM,2024-05-10T16:57:11-04:00,Brent Crude Oil Blendstock Project at Lake Maracaibo,Project to improve the quality and availability of blendstocks for gasoline production
Exxon Mobil Corporation,XOM,2024-04-26T06:31:49-04:00,Enhanced Geothermal System for Enhanced Oil Recovery (EGR),Improves oil recovery efficiency in geothermal fields
Frameless Vision Inc.,FFIV,2023-10-31T14:59:08-04:00,Ather 4K,Next generation monoculars with 4K camera
Final Fantasy XIV: A Realm Reborn II,FFIV,2024-11-05T16:05:18-05:00,A Realm Reborn II,Next-generation MMORPG with improved graphics and gameplay mechanics.
FireEye, Inc.,FFIV,2024-10-28T16:07:16-04:00,NetKrypt,AI-powered threat detection and response platform for cloud and hybrid environments
Broadcom Inc.,BBN,2024-07-29T16:08:15-04:00,Broadband Access Solutions,New broadband access solutions for home and business
FXI,FFIV,2024-01-29T16:08:26-05:00,FXI Select Core U.S. Equity ETF,New fund that invests in the U.S. equity market, tracking the CRSP US Market Cap Equal Weighted Index
FIVI Technologies Inc.,FFIV,2023-10-05T16:34:24-04:00,VizDuet for NVIDIA GPU,Enhanced collaborative viewing solution for professionals
Fox Factory Holding Corp.,FFIV,2023-04-19T16:36:59-04:00,RPM2 Air Gun Platform,Expansion of the RPM2 product line with a new air gun platform
FDS Inc.,FDS,2025-03-19T17:44:46-04:00,New Product X,Artificial intelligence-powered surgical system.
Xilinx Inc.,XLNX,2023-01-19T14:01:40-05:00,VCK1900 FPGA,CloudReady SoC with Zynq UltraScale+ MPSoC and Arm Cortex-A57 cores
Apple Inc.,AAPL,2024-07-03T07:26:39-04:00,iPhone 15 Pro,Next-generation iPhone with improved camera and AI capabilities.
FDS Inc.,FDS,2024-06-21T06:54:38-04:00,Vivo 5G Smartwatch,A new wearable device featuring 5G connectivity and health monitoring capabilities
DSE Chemicals Inc.,FDS,2024-03-21T06:56:51-04:00,NanoFlex Eco,A sustainable, nano-based flexographic inks for the packaging industry.
FDS Inc.,FDS,2023-03-24T08:27:23-04:00,Evolva's EV-LA,New injectable formulation for the treatment of polycystic kidney disease
FICO,FICO,2024-07-31T16:17:41-04:00,XG3,Artificial intelligence-powered credit risk assessment software
Fastenal Company Inc.,FAST,2025-02-06T16:05:17-05:00,SmartFrame Smart Framing System,A smart framing system for improved efficiency and accuracy in framing construction
FAST INC,FAST,2025-01-17T16:15:15-05:00,Fastlane 2.0,Enhanced software for streamlined workflows
Pfizer Inc.,PFE,2024-10-17T16:22:00-04:00,Benevolence,New oral medication for rare genetic disorder
Fast Inc.,FAST,2024-10-11T07:42:05-04:00,Quantum X1,High-performance quantum computing system
Fastenal Company, Inc.,FAST,2024-07-24T16:05:16-04:00,Speedconnect 2.0,A new line of high-speed connectors and cable management solutions.
FAST,FAST,2024-07-12T09:20:19-04:00,FAST's new electric boat model,A high-performance, eco-friendly boat for recreational use.
Fastenal Company, Inc.,FAST,2024-04-30T16:15:28-04:00,SmartSaver 2.0,A new line of tool holders with enhanced ergonomics and storage capabilities.
FAST,FAST,2024-01-18T07:48:35-05:00,Apex Pro,High-performance virtual reality headset
Fastenal Company,FAST,2023-07-12T17:05:16-04:00,Smart Connect,A connected fastener platform that enhances productivity and inventory management.
Frontier Communications Corp,FRT,2025-02-14T06:09:30-05:00,Next Generation 5G Network for Rural America,A new, advanced network designed to provide faster speeds and better connectivity to rural areas.
FRT,FRT,2024-08-01T16:07:54-04:00,Nova Spire Smart Home System,Integration of artificial intelligence and IoT technology to enhance home automation
FIS Global Solutions Inc.,FIS,2024-05-06T16:07:29-04:00,FIS ePayment Platform 2.0,Enhanced digital payment processing solution
FIS Global Solutions Inc.,FIS,2024-04-05T16:25:00-04:00,Digital Banking Platform,A cutting-edge digital banking platform designed for ease of use and enhanced customer experience.
FIS Global Solutions Inc.,FIS,2024-02-27T06:07:35-05:00,Civix Enterprise Risk Management Platform,A comprehensive risk management platform designed to help businesses navigate complex regulatory landscapes.
Fidelity National Financial Inc.,FIS,2024-02-26T07:02:46-05:00,Fidelity National Bank will begin accepting Apple Cash deposits via mobile banking app starting March 25, 2024.,Accepting Apple Cash deposits
Fidelity National Information Services Inc.,FIS,2023-09-05T06:05:34-04:00,Digital Mortgage Platform,Fiserv to Acquire Digital Mortgage Platform From Lenda, Expanding Fiserv's Digital Mortgage Capabilities
Fitbit Inc.,FITB,2022-02-03T12:05:01-05:00,Sense 3,Next-generation smartwatch with enhanced health features
Fitbit, Inc.,FITB,2025-02-03T08:34:46-05:00,Fitbit Inspire 2,New wearable device with advanced health features
FIT Biotech Inc.,FITB,2023-10-18T15:04:14-05:00,Fitbit Sense 2,Next-generation smartwatch with enhanced health and wellness features
Fitbit Inc.,FITB,2024-12-19T16:11:47-05:00,Sense 3,Next-generation smartwatch with advanced health features and new design
FITBIT,FITB,2024-11-06T16:20:57-05:00,Fitbit Luxe 2,Next-generation smartwatch with improved health features and design
FIT Biotech Inc.,FITB,2024-09-06T16:17:04-04:00,FitBiotech-101,New injectable formulation for autoimmune disease treatment
SunPower Corporation,SPWR,2024-04-09T13:47:02-04:00,X-Series Solar Panels,High-efficiency solar panels with improved durability and performance.
SunPower Corporation,SPWR,2024-01-10T16:06:12-05:00,Next Generation Solar Panel Technology,Breakthrough solar panel technology with enhanced efficiency and durability
Sunrun Inc.,RUN,2024-12-11T18:01:55-05:00,SmartCharge,An AI-powered home energy management system
SunPower Corporation,SPWR,2024-07-30T16:04:48-04:00,SunPower's new solar panel technology,Enhanced efficiency and durability for commercial solar installations.
Enbridge Inc.,ENB,2021-03-04T14:32:00-05:00,SmartMicros, SmartMicros Smart Microturbines
SunPower Corporation,SPWR,2023-07-27T16:07:40-04:00,SolarEdge HomeKit Integration for Residential Solar Systems,SolarEdge's latest innovation, integrating its smart solar inverter with Apple's HomeKit platform
First Solar, Inc.,FSLR,2023-07-06T16:12:34-04:00,Bifacial Solar Modules for Residential and Commercial Buildings,High-efficiency bifacial solar modules designed to increase energy production from both front and back sides.
SunPower Corporation,SPWR,2023-04-27T16:06:38-04:00,SunPower X-Series,New solar panel technology designed for increased efficiency and durability.
FEI Company,FE,2024-12-18T16:21:56-05:00,Gemalto's Personal Data Manager,Enhanced identity and access management solution for individuals and small businesses
F5 Networks, Inc.,FFIV,2024-11-08T16:31:23-05:00,F5 BIG-IP 17.1,BIG-IP 17.1 software release with enhancements for cloud security, automation and DevOps
Ford Motor Company,F,2024-07-30T16:45:25-04:00,BlueCruise 3.0 Advanced Driver-Assistance System (ADAS),Enhanced driver-assistive features for improved safety and convenience
Amgen Inc.,AMGN,2024-03-25T16:44:40-04:00,Nirsevimab,Antibody drug candidate for the treatment of multiple sclerosis.
FEI Company,FE,2024-02-08T16:26:14-05:00,QuantumMax 4.0,Next-generation, high-performance quantum computer software.
FEI Company, Inc.,FE,2023-10-26T16:28:16-04:00,SmartChips X5000 High-Speed, Low Power Microcontroller,A new line of high-speed microcontrollers that reduce power consumption while maintaining high performance.
FE Limited,FE,2023-08-01T16:22:32-04:00,Smartwatch with Advanced Biometric Features,A cutting-edge smartwatch offering enhanced biometric tracking and health monitoring capabilities.
Fidelity National Information Services, Inc.,FI,2023-01-23T14:04:16-05:00,FIS CoreOrigin Platform v5.0,Enhanced lending platform with improved borrower experience
General Electric Company,GE,2025-02-05T07:13:52-05:00,EcoCycle,a closed-loop recycling solution for advanced materials
BIOLABORatories Inc.,BLBR,2025-01-23T17:20:44-05:00,NeuroStim,Revolutionary non-invasive brain stimulation therapy for neurological disorders
Fidelity National Financial Inc.,FNF,2024-12-06T16:08:02-05:00,Foreclosure prevention program,New initiative to assist homeowners facing foreclosure
Firmus Solutions Inc.,FI,2024-09-25T16:39:01-04:00,SmartFit 2.0,Advanced AI-powered fitness tracking device for personalized health and wellness
Fifth Third Bancorp,FI,2024-08-12T16:11:02-04:00,Digital Banking Platform,Launch of new digital banking platform, offering enhanced mobile banking experience and improved customer engagement.
FIH Holdings Inc.,FIH,2024-03-26T17:08:02-04:00,Palladio Solar Roofing System,Solar-powered roofing tiles for residential and commercial buildings.
Fiserv, Inc.,FI,2024-02-21T16:45:10-05:00,Fiserv's new cloud-based core banking solution,Cloud-based core banking solution for financial institutions
Albemarle Corporation,ABM,2024-02-06T07:18:30-05:00,Sustainable Lithium Solutions,new lithium recycling technology
Fiserv, Inc.,FSV,2023-12-06T16:29:03-05:00,Fiserv Finity,A cloud-based core banking platform designed to support community banks and credit unions.
FMC Corporation,FMC,2024-12-12T16:42:37-05:00,Nexeo Solutions for Renewable Energy,A suite of innovative solutions to support the growth of renewable energy sources.
FMC Corporation,FMC,2023-11-16T07:45:55-05:00,Bio-based Proprietary Fluid,A new bio-based proprietary fluid for industrial applications.
Meta Platforms, Inc.,FB,2022-02-01T14:00:00-05:00,Horizon Web,a new social media experience for the web
F5 Networks, Inc.,FFIV,2024-12-16T16:44:54-05:00,APM 11.7, F5 BIG-IP V20R3P1,Enhancements to the APM solution and the BIG-IP V20R3P1 software release.
F5 Networks, Inc.,FFIV,2024-11-07T16:23:50-05:00,f5 BIG-IP Link,A cloud-based, multi-cloud, and hybrid networking solution for modern applications
Advanced Micro Devices, Inc.,AMD,2024-10-02T09:17:59-04:00,Instinct Tethered Systems,a new line of high-performance computing systems designed for AI and data analytics applications.
Fiserv, Inc.,FSV,2024-09-13T16:30:07-04:00,Fiserv's Mobile Payment Solution for Small Merchants,A mobile payment solution designed for small merchants to accept digital payments on the go.
F5 Inc.,FFIV,2024-08-21T08:02:03-04:00,Cloud Security Gateway,Next-generation cloud security solution for hybrid and multicloud environments.
Xerox Holdings Corporation,XRX,2024-07-11T16:12:45-04:00,Halo 3K,Multi-function document and content management system.
Fiserv, Inc.,FSV,2024-07-03T09:25:59-04:00,CoreLogic Exchange Network,Enhanced real estate data exchange platform for real estate professionals and brokers
XBiologics, Inc.,XBIO,2024-05-14T16:07:18-04:00,ZygoX Biosimilars Platform,Enhanced platform for the development of biosimilar products.
Alibaba Group Holding Limited,BABA,2024-05-10T08:04:31-04:00,E-commerce Platform Enhancements,Enhanced user experience and personalized shopping features for small businesses.
Ocugen, Inc.,OCGN,2022-08-23T15:02:04-04:00,COVI-GN 5 vaccine,COVI-GN 5 is an mRNA-based COVID-19 vaccine designed for booster shots, with the goal of providing long-term protection against emerging variants.
Fortinet Inc.,FTNT,2024-02-23T16:26:03-05:00,FortiGate 7500D,High-performance security appliances
Fortinet Inc.,FTNT,2024-02-06T16:10:36-05:00, FortiEDR 5.0,Enhanced security and compliance features for cloud security management.
Cyberark Software Ltd.,CYBR,2023-11-09T14:59:30-05:00,Endpoint Attack Surface Management,Cloud-based solution to manage attack surface across cloud and on-premises environments
FTV Industries, Inc.,FTV,2025-03-07T07:00:25-05:00,SolarFlex 2.0 Module,Next-generation solar panel technology with enhanced efficiency and durability
FTV FUEL INC,FTVL,2025-02-07T07:37:04-05:00,Sustainable Aviation Fuel ,Supplies a renewable alternative for the aviation industry
FTV Inc.,FTV,2024-09-04T16:45:21-04:00,TVision Mini,Small, AI-powered TV with 120Hz refresh rate and HDR
FTV Inc.,FTV,2024-06-07T16:31:04-04:00,Smartwatch with Health Monitoring,New wearable device with built-in ECG and blood oxygen monitoring
Fortive, Inc.,FTV,2024-04-24T07:33:39-04:00,Sensory Solutions,Expanded portfolio of sensors and sensor technologies for industrial automation.
FTV FIlings Inc.,FTV,2023-12-12T17:00:34-05:00,new product,New product released on 12/12/23
UnitedHealth Group Incorporated,UNH,2023-04-26T07:34:04-04:00,Vitality Institute for Healthy Aging,A new research facility focused on healthy aging and wellness
FOX Corporation,FOXA,2025-02-10T08:39:48-05:00, Fox Sports App Update,Enhanced user experience with new features and content
FOXA,FOXA,2023-08-11T16:21:58-04:00,Vivendi to Acquire Certain Assets of ViacomCBS International Media Networks,Vivendi S.A. has reached an agreement with ViacomCBS Inc. to acquire certain assets of its international media networks.
FOX Corporation,FOXA,2023-08-08T08:06:01-04:00,FOXVOD,foxvod streaming service
Comcast Corporation,CMCSA,2023-02-13T17:24:14-05:00,Peacock Premium,new streaming service with ad-free experience
FOX Corporation,FOXA.OQ,2025-02-04T08:04:32-05:00,VidGo 8K Plus,Live 4K Video Streaming and Scheduling Software for Broadcaster & Publisher
FOX Corporation,FOXA,2024-11-19T16:05:56-05:00,Squint Ocular Prosthetics System,Innovative ocular prosthetic system designed for individuals with damaged eyes.
FOX Corp,FOXA,2024-05-08T08:04:48-04:00, FOXV: A new streaming service featuring original content from top creators,A live, 24/7 streaming service offering a unique blend of news, entertainment, and lifestyle programming.
FOX Corporation,FOXA,2023-11-02T07:32:45-04:00,Fox News Aggregation Platform,A new platform to aggregate and distribute news content
20th Century Fox, Inc.,FOX,2023-04-19T16:02:57-04:00,The Simpsons,Season 33 of The Simpsons will be released on Disney+.
Ben & Jerry's,BEN,2025-01-31T08:44:35-05:00,Good Karma Chocolate,New chocolate flavor featuring Fairtrade-certified cocoa
AMETEK Inc.,AMT,2023-07-28T08:41:47-04:00,SmartMonitor 6.0,Advanced monitoring and control software for industrial automation
Freeport-McMoRan Inc.,FCX,2024-06-12T16:13:07-04:00,Lithium Project in Nevada,Initial exploration and feasibility studies for a lithium project in Nevada, USA
Freeport-McMoRan Inc.,FCX,2024-02-09T16:56:39-05:00,Peru Operations Expansion Project,Enhanced copper and molybdenum production capacity at Cerro Verdes
